user_id,age,occupation,gender
11006,22,college/grad student,M
11008,33,college/grad student,M
11010,31,college/grad student,M
11011,31,executive/managerial,M
11012,30,college/grad student,F
11013,33,other or not specified,F
11014,20,sales/marketing,M
11016,26,sales/marketing,M
11017,33,scientist,M
11019,31,executive/managerial,M
11020,30,homemaker,M
11021,36,executive/managerial,F
11023,31,college/grad student,M
11024,9,K-12 student,M
11025,33,college/grad student,F
11026,33,other or not specified,M
11027,31,executive/managerial,M
11029,29,scientist,M
11030,29,college/grad student,M
11032,25,executive/managerial,M
11033,32,college/grad student,M
11038,25,sales/marketing,M
11040,28,college/grad student,F
11041,27,executive/managerial,M
11042,31,homemaker,F
11043,29,college/grad student,F
11044,25,executive/managerial,M
11048,34,college/grad student,M
11051,49,academic/educator,F
11055,30,executive/managerial,M
11057,29,college/grad student,M
11058,26,writer,M
11059,25,college/grad student,M
11061,33,college/grad student,M
11063,25,scientist,M
11065,27,self-employed,M
11067,18,K-12 student,F
11068,27,executive/managerial,M
11072,89,retired,F
11074,49,clerical/admin,M
11075,30,homemaker,F
11076,34,self-employed,M
11078,31,college/grad student,M
11080,27,homemaker,F
11084,17,K-12 student,M
11085,31,college/grad student,M
11086,31,executive/managerial,M
11087,31,other or not specified,M
11089,32,K-12 student,M
11090,33,sales/marketing,F
11094,27,sales/marketing,F
11096,26,college/grad student,M
11098,30,college/grad student,F
11099,34,sales/marketing,M
11100,30,college/grad student,M
11102,30,college/grad student,M
11104,26,self-employed,M
11105,30,K-12 student,M
11107,25,executive/managerial,M
11110,28,scientist,M
11111,26,executive/managerial,M
11112,25,college/grad student,M
11113,31,executive/managerial,M
11115,33,executive/managerial,M
11116,34,executive/managerial,F
11117,27,sales/marketing,M
11118,25,scientist,M
11119,32,executive/managerial,M
11122,26,programmer,M
11127,34,sales/marketing,M
11128,18,K-12 student,M
11129,34,executive/managerial,M
11132,26,sales/marketing,M
11133,29,technician/engineer,M
11134,32,executive/managerial,M
11136,29,scientist,M
11138,18,college/grad student,M
11139,27,self-employed,F
11141,34,executive/managerial,M
11142,40,other or not specified,F
11143,82,retired,F
11146,32,college/grad student,M
11148,26,college/grad student,M
11149,28,other or not specified,M
11150,25,sales/marketing,M
11151,26,college/grad student,M
11152,26,sales/marketing,M
11153,42,programmer,M
11154,29,executive/managerial,M
11155,32,executive/managerial,M
11158,30,executive/managerial,M
11160,42,sales/marketing,F
11162,31,college/grad student,M
11163,32,executive/managerial,M
11164,28,executive/managerial,M
11165,28,self-employed,M
11169,30,college/grad student,F
11170,28,retired,M
11171,34,college/grad student,M
11174,59,executive/managerial,F
11175,28,sales/marketing,M
11176,34,executive/managerial,M
11178,27,self-employed,M
11180,33,other or not specified,M
11186,49,K-12 student,F
11187,31,sales/marketing,M
11188,24,sales/marketing,M
11190,33,sales/marketing,M
11191,26,executive/managerial,M
11192,27,executive/managerial,M
11193,33,self-employed,M
11196,26,college/grad student,M
11197,27,scientist,M
11198,33,college/grad student,M
11199,29,sales/marketing,M
11200,31,artist,M
11201,33,other or not specified,M
11203,26,executive/managerial,M
11207,35,executive/managerial,F
11209,26,college/grad student,M
11211,28,technician/engineer,M
11213,27,executive/managerial,M
11215,34,college/grad student,M
11218,41,other or not specified,M
11219,28,other or not specified,F
11221,27,college/grad student,M
11222,30,other or not specified,F
11223,30,self-employed,M
11224,32,college/grad student,M
11225,21,K-12 student,M
11226,33,executive/managerial,M
11227,29,artist,F
11228,30,sales/marketing,M
11229,26,artist,F
11234,30,executive/managerial,M
11235,51,self-employed,M
11238,30,college/grad student,M
11239,25,sales/marketing,M
11241,29,college/grad student,F
11242,33,college/grad student,M
11244,39,executive/managerial,M
11246,31,sales/marketing,M
11248,33,unemployed,M
11250,30,sales/marketing,M
11253,28,scientist,M
11255,33,programmer,M
11256,32,executive/managerial,F
11260,29,K-12 student,M
11262,28,executive/managerial,M
11263,37,sales/marketing,M
11264,31,academic/educator,F
11265,29,self-employed,F
11266,33,college/grad student,M
11268,31,other or not specified,M
11269,31,scientist,F
11270,30,college/grad student,M
11273,18,K-12 student,M
11277,28,college/grad student,M
11279,28,executive/managerial,M
11280,32,technician/engineer,M
11282,27,college/grad student,M
11283,20,homemaker,M
11284,33,scientist,M
11286,28,other or not specified,F
11287,30,scientist,M
11288,14,sales/marketing,F
11289,32,college/grad student,M
11290,25,sales/marketing,F
11291,29,sales/marketing,F
11293,18,sales/marketing,M
11295,39,K-12 student,F
11297,32,college/grad student,M
11299,27,college/grad student,M
11302,21,college/grad student,M
11303,30,academic/educator,F
11308,25,sales/marketing,M
11313,22,sales/marketing,M
11316,28,college/grad student,M
11317,59,retired,M
11318,29,sales/marketing,M
11320,25,executive/managerial,M
11322,33,other or not specified,M
11323,31,scientist,M
11324,31,college/grad student,M
11326,38,lawyer,F
11327,27,other or not specified,M
11330,31,college/grad student,M
11331,28,academic/educator,F
11334,30,other or not specified,F
11335,26,homemaker,M
11337,27,college/grad student,M
11339,32,executive/managerial,M
11340,34,college/grad student,M
11341,31,college/grad student,M
11342,33,college/grad student,M
11345,29,lawyer,F
11348,24,clerical/admin,M
11350,27,sales/marketing,M
11352,27,other or not specified,F
11353,28,executive/managerial,M
11359,60,retired,F
11362,32,executive/managerial,M
11363,30,scientist,M
11364,27,scientist,M
11366,32,executive/managerial,M
11370,26,other or not specified,M
11372,32,college/grad student,M
11373,28,college/grad student,M
11374,26,executive/managerial,M
11375,30,doctor/health care,M
11376,30,other or not specified,M
11380,29,scientist,M
11382,29,college/grad student,M
11383,28,college/grad student,M
11385,80,retired,F
11390,44,executive/managerial,M
11391,28,college/grad student,F
11394,27,college/grad student,M
11395,18,scientist,M
11398,26,self-employed,F
11399,27,sales/marketing,F
11401,31,sales/marketing,M
11404,34,self-employed,M
11407,30,academic/educator,M
11408,28,executive/managerial,M
11409,25,sales/marketing,M
11412,30,scientist,M
11413,26,scientist,M
11414,29,sales/marketing,M
11417,31,homemaker,M
11418,34,college/grad student,M
11421,29,college/grad student,M
11425,26,other or not specified,M
11426,51,sales/marketing,F
11430,44,academic/educator,F
11431,28,K-12 student,M
11436,29,executive/managerial,M
11438,26,technician/engineer,M
11440,31,K-12 student,M
11441,29,college/grad student,M
11445,29,executive/managerial,M
11448,33,scientist,M
11449,28,executive/managerial,M
11450,33,sales/marketing,F
11451,25,college/grad student,M
11452,28,college/grad student,M
11453,30,academic/educator,F
11456,31,college/grad student,M
11458,30,self-employed,M
11460,28,artist,F
11463,29,self-employed,M
11464,33,college/grad student,F
11467,20,sales/marketing,M
11468,29,other or not specified,M
11469,34,tradesman/craftsman,M
11470,25,college/grad student,M
11472,27,self-employed,M
11473,28,executive/managerial,M
11476,32,executive/managerial,M
11479,31,college/grad student,M
11483,31,college/grad student,M
11485,28,executive/managerial,M
11491,18,sales/marketing,M
11494,34,sales/marketing,M
11495,28,college/grad student,M
11502,21,executive/managerial,M
11504,27,executive/managerial,M
11505,26,executive/managerial,M
11506,36,clerical/admin,M
11507,18,homemaker,F
11508,28,college/grad student,M
11513,26,artist,F
11517,43,sales/marketing,M
11518,27,academic/educator,M
11519,18,K-12 student,M
11521,29,sales/marketing,M
11522,28,college/grad student,M
11524,33,self-employed,F
11525,29,sales/marketing,M
11527,34,self-employed,M
11529,28,executive/managerial,M
11532,31,executive/managerial,M
11535,14,K-12 student,M
11536,31,college/grad student,M
11538,41,artist,M
11540,28,executive/managerial,M
11542,34,self-employed,M
11543,27,college/grad student,M
11544,27,other or not specified,M
11546,27,college/grad student,M
11547,27,college/grad student,M
11548,26,scientist,M
11549,26,self-employed,M
11551,44,executive/managerial,M
11552,27,self-employed,F
11555,28,sales/marketing,M
11556,32,other or not specified,M
11557,26,sales/marketing,M
11559,34,sales/marketing,M
11560,41,clerical/admin,M
11562,26,college/grad student,M
11564,27,executive/managerial,M
11566,33,other or not specified,M
11568,26,executive/managerial,M
11569,27,college/grad student,M
11571,31,college/grad student,M
11574,26,sales/marketing,M
11577,31,executive/managerial,M
11579,22,artist,F
11581,31,college/grad student,F
11584,28,sales/marketing,M
11586,33,sales/marketing,M
11588,25,college/grad student,F
11590,28,college/grad student,F
11593,29,college/grad student,F
11596,32,sales/marketing,M
11601,18,K-12 student,M
11602,28,college/grad student,M
11603,27,self-employed,M
11605,49,other or not specified,F
11606,33,college/grad student,F
11608,30,college/grad student,M
11611,35,artist,F
11613,27,college/grad student,F
11614,29,sales/marketing,M
11615,27,sales/marketing,M
11617,18,sales/marketing,F
11620,26,executive/managerial,M
11621,31,self-employed,M
11624,33,college/grad student,M
11625,32,sales/marketing,M
11629,28,college/grad student,M
11630,33,college/grad student,M
11632,30,college/grad student,M
11633,30,academic/educator,F
11635,30,scientist,M
11639,26,executive/managerial,M
11643,18,K-12 student,M
11644,33,self-employed,M
11645,26,scientist,M
11651,27,other or not specified,M
11652,33,executive/managerial,M
11653,28,other or not specified,M
11655,28,other or not specified,M
11657,28,college/grad student,M
11659,25,scientist,M
11660,27,scientist,M
11661,30,college/grad student,M
11662,31,executive/managerial,M
11664,22,sales/marketing,M
11665,43,retired,F
11667,27,college/grad student,M
11668,28,artist,M
11669,28,executive/managerial,M
11670,27,executive/managerial,M
11672,27,college/grad student,M
11674,33,scientist,M
11676,30,college/grad student,M
11678,25,executive/managerial,M
11681,30,executive/managerial,M
11682,25,sales/marketing,M
11683,31,self-employed,F
11684,27,college/grad student,M
11685,25,college/grad student,M
11688,31,college/grad student,M
11689,27,self-employed,M
11691,30,college/grad student,M
11695,27,college/grad student,M
11696,26,college/grad student,M
11697,26,college/grad student,M
11698,33,college/grad student,M
11699,26,self-employed,F
11701,24,college/grad student,M
11705,25,college/grad student,F
11706,27,artist,M
11707,31,executive/managerial,F
11709,32,scientist,M
11711,30,executive/managerial,M
11714,32,college/grad student,M
11716,29,college/grad student,M
11720,32,college/grad student,M
11722,26,sales/marketing,M
11724,34,sales/marketing,M
11725,25,executive/managerial,M
11726,28,executive/managerial,M
11731,31,college/grad student,M
11732,32,college/grad student,M
11734,25,executive/managerial,M
11735,27,college/grad student,M
11738,29,college/grad student,M
11739,29,executive/managerial,M
11740,27,clerical/admin,M
11741,29,executive/managerial,M
11742,31,self-employed,M
11745,30,retired,F
11748,38,sales/marketing,M
11752,33,scientist,M
11755,35,academic/educator,M
11756,27,scientist,M
11757,27,executive/managerial,M
11759,32,executive/managerial,M
11763,29,other or not specified,F
11766,25,sales/marketing,M
11767,23,sales/marketing,M
11768,34,self-employed,M
11773,25,college/grad student,M
11774,25,sales/marketing,M
11776,32,homemaker,M
11778,28,college/grad student,M
11780,28,executive/managerial,M
11783,29,executive/managerial,F
11784,30,artist,M
11786,27,executive/managerial,M
11787,34,self-employed,M
11790,34,college/grad student,M
11793,27,executive/managerial,M
11794,36,clerical/admin,M
11797,28,college/grad student,M
11798,20,college/grad student,M
11799,18,sales/marketing,M
11800,26,sales/marketing,M
11801,33,college/grad student,F
11802,31,retired,F
11805,31,executive/managerial,M
11808,29,college/grad student,M
11811,21,college/grad student,M
11812,36,other or not specified,F
11813,33,sales/marketing,M
11814,26,academic/educator,F
11815,25,executive/managerial,M
11816,30,college/grad student,M
11817,26,college/grad student,M
11819,26,other or not specified,M
11820,30,scientist,F
11821,33,executive/managerial,M
11823,28,sales/marketing,M
11824,27,college/grad student,M
11825,31,executive/managerial,M
11826,25,sales/marketing,M
11827,18,K-12 student,M
11828,29,college/grad student,M
11832,29,scientist,M
11833,28,other or not specified,M
11834,27,executive/managerial,M
11836,33,sales/marketing,M
11840,28,college/grad student,M
11843,42,artist,F
11844,18,scientist,M
11846,26,K-12 student,M
11847,26,scientist,M
11848,29,college/grad student,M
11850,32,executive/managerial,M
11853,29,homemaker,M
11855,28,college/grad student,M
11856,31,sales/marketing,F
11860,32,college/grad student,M
11861,33,homemaker,M
11863,19,scientist,M
11865,28,sales/marketing,M
11866,28,executive/managerial,M
11868,37,executive/managerial,F
11871,48,sales/marketing,M
11874,25,college/grad student,M
11876,75,academic/educator,M
11878,31,scientist,M
11880,26,K-12 student,M
11881,34,homemaker,F
11882,28,executive/managerial,M
11883,25,executive/managerial,M
11885,26,executive/managerial,M
11886,32,sales/marketing,M
11887,28,other or not specified,M
11891,26,college/grad student,F
11892,29,college/grad student,M
11895,41,retired,F
11897,33,technician/engineer,M
11898,24,college/grad student,M
11900,37,sales/marketing,M
11901,28,executive/managerial,M
11902,38,clerical/admin,F
11905,28,sales/marketing,M
11907,26,retired,M
11910,31,college/grad student,M
11911,30,college/grad student,M
11912,29,academic/educator,M
11913,53,academic/educator,M
11914,27,executive/managerial,M
11916,27,academic/educator,F
11917,28,scientist,M
11918,31,executive/managerial,M
11919,29,academic/educator,F
11921,23,sales/marketing,M
11922,31,executive/managerial,M
11923,32,college/grad student,M
11924,31,sales/marketing,F
11925,34,sales/marketing,M
11927,32,college/grad student,M
11928,32,scientist,M
11929,25,college/grad student,M
11930,28,college/grad student,M
11931,33,academic/educator,M
11932,33,college/grad student,M
11934,31,technician/engineer,M
11937,34,college/grad student,M
11938,25,college/grad student,M
11944,18,homemaker,M
11945,27,college/grad student,M
11946,25,executive/managerial,M
11947,34,scientist,M
11948,18,sales/marketing,M
11949,27,college/grad student,M
11953,28,technician/engineer,M
11954,28,other or not specified,M
11957,28,self-employed,M
11958,29,executive/managerial,M
11961,34,college/grad student,M
11962,28,scientist,M
11964,34,scientist,M
11965,31,tradesman/craftsman,M
11966,26,scientist,M
11967,36,scientist,F
11970,27,college/grad student,F
11972,33,other or not specified,M
11973,25,other or not specified,M
11974,28,college/grad student,M
11976,26,college/grad student,M
11977,34,scientist,M
11978,25,sales/marketing,M
11979,27,executive/managerial,M
11980,25,self-employed,M
11983,27,self-employed,M
11984,24,K-12 student,M
11985,29,executive/managerial,M
11994,34,executive/managerial,M
11996,29,college/grad student,M
11998,25,scientist,M
12001,31,executive/managerial,M
12004,26,other or not specified,M
12005,26,college/grad student,M
12007,30,executive/managerial,M
12009,32,college/grad student,M
12012,26,self-employed,M
12013,33,executive/managerial,M
12014,28,college/grad student,F
12016,26,college/grad student,F
12017,30,college/grad student,M
12019,26,sales/marketing,M
12022,31,college/grad student,M
12023,32,scientist,M
12025,26,scientist,M
12026,40,artist,M
12028,31,K-12 student,M
12030,18,scientist,M
12033,20,sales/marketing,M
12034,14,homemaker,F
12035,25,college/grad student,M
12040,31,clerical/admin,M
12044,44,sales/marketing,M
12046,26,scientist,M
12047,34,other or not specified,F
12048,33,college/grad student,M
12052,25,sales/marketing,M
12054,27,scientist,M
12055,32,clerical/admin,F
12057,27,scientist,M
12058,31,college/grad student,M
12060,35,executive/managerial,M
12061,28,executive/managerial,M
12062,28,sales/marketing,M
12064,27,clerical/admin,M
12065,30,college/grad student,M
12066,28,sales/marketing,M
12068,30,sales/marketing,M
12071,30,college/grad student,M
12077,32,executive/managerial,M
12078,25,retired,M
12082,32,college/grad student,M
12084,33,college/grad student,M
12085,30,scientist,F
12087,29,self-employed,M
12088,26,college/grad student,M
12089,25,sales/marketing,M
12093,30,college/grad student,M
12094,32,executive/managerial,M
12095,24,college/grad student,M
12097,29,self-employed,F
12099,30,college/grad student,M
12102,27,college/grad student,F
12103,29,self-employed,F
12104,32,college/grad student,M
12105,29,college/grad student,M
12108,29,college/grad student,M
12111,29,self-employed,M
12112,29,academic/educator,F
12113,18,homemaker,F
12116,34,sales/marketing,M
12118,30,sales/marketing,M
12121,29,other or not specified,M
12122,29,self-employed,F
12126,26,other or not specified,M
12127,18,sales/marketing,M
12128,25,sales/marketing,M
12129,48,executive/managerial,M
12130,28,sales/marketing,F
12131,38,sales/marketing,M
12132,28,programmer,M
12134,32,college/grad student,F
12135,29,executive/managerial,M
12137,28,scientist,F
12138,25,executive/managerial,M
12140,32,sales/marketing,M
12141,29,college/grad student,M
12143,11,K-12 student,M
12144,32,college/grad student,M
12146,31,college/grad student,M
12147,32,homemaker,M
12148,17,retired,M
12149,31,clerical/admin,M
12150,33,college/grad student,M
12152,29,self-employed,F
12153,34,executive/managerial,M
12154,25,sales/marketing,M
12158,25,sales/marketing,M
12159,46,scientist,M
12160,28,K-12 student,M
12161,31,clerical/admin,M
12162,21,college/grad student,M
12164,20,college/grad student,M
12165,54,self-employed,M
12171,27,self-employed,M
12172,32,artist,M
12173,29,executive/managerial,M
12174,26,executive/managerial,M
12176,28,executive/managerial,M
12177,32,writer,F
12178,25,other or not specified,M
12179,33,writer,M
12183,27,other or not specified,F
12185,27,college/grad student,M
12186,26,sales/marketing,M
12189,32,other or not specified,F
12191,28,K-12 student,M
12192,26,sales/marketing,M
12193,33,clerical/admin,F
12196,17,K-12 student,F
12197,28,clerical/admin,M
12199,27,college/grad student,F
12200,33,sales/marketing,M
12204,31,executive/managerial,M
12205,25,scientist,F
12207,30,scientist,M
12208,30,sales/marketing,M
12209,26,sales/marketing,M
12210,28,scientist,M
12212,30,college/grad student,F
12213,30,scientist,M
12216,30,executive/managerial,M
12218,26,sales/marketing,M
12221,27,college/grad student,M
12224,32,programmer,M
12225,32,college/grad student,M
12227,28,scientist,M
12228,25,executive/managerial,M
12229,30,sales/marketing,M
12234,50,other or not specified,M
12235,36,executive/managerial,M
12237,28,homemaker,M
12238,34,executive/managerial,M
12241,82,retired,M
12243,28,college/grad student,M
12244,52,self-employed,F
12245,31,sales/marketing,M
12247,26,executive/managerial,M
12250,33,executive/managerial,F
12253,30,executive/managerial,M
12254,29,executive/managerial,M
12255,26,college/grad student,M
12256,26,homemaker,M
12257,29,college/grad student,M
12259,33,doctor/health care,M
12261,31,K-12 student,M
12264,28,executive/managerial,M
12265,34,sales/marketing,M
12266,33,college/grad student,M
12267,32,college/grad student,M
12268,28,self-employed,M
12270,20,unemployed,M
12272,25,sales/marketing,M
12274,29,executive/managerial,M
12278,21,sales/marketing,M
12279,32,other or not specified,M
12281,27,other or not specified,M
12283,31,scientist,F
12285,27,scientist,M
12286,30,technician/engineer,M
12287,27,college/grad student,M
12288,30,artist,M
12291,18,sales/marketing,M
12292,30,self-employed,F
12293,30,college/grad student,M
12294,21,self-employed,M
12296,32,artist,M
12297,18,homemaker,F
12299,32,homemaker,M
12300,32,college/grad student,M
12303,33,college/grad student,M
12304,34,executive/managerial,M
12305,32,college/grad student,M
12308,25,homemaker,M
12309,34,college/grad student,M
12310,20,college/grad student,M
12314,18,sales/marketing,M
12315,32,college/grad student,M
12316,33,executive/managerial,M
12318,18,college/grad student,M
12320,26,college/grad student,F
12321,28,programmer,F
12324,21,executive/managerial,M
12325,27,executive/managerial,M
12327,30,academic/educator,F
12331,29,college/grad student,M
12334,27,doctor/health care,M
12337,29,retired,M
12338,31,other or not specified,F
12339,27,other or not specified,M
12340,31,college/grad student,M
12342,78,college/grad student,F
12343,20,sales/marketing,M
12344,25,college/grad student,M
12345,34,academic/educator,F
12347,34,other or not specified,M
12349,31,executive/managerial,M
12350,42,executive/managerial,F
12351,33,artist,F
12354,30,homemaker,F
12355,34,self-employed,M
12356,28,college/grad student,M
12362,31,other or not specified,M
12364,40,executive/managerial,M
12365,31,college/grad student,M
12366,29,homemaker,F
12369,23,college/grad student,M
12371,31,scientist,M
12373,33,college/grad student,M
12376,29,executive/managerial,M
12377,28,executive/managerial,M
12378,33,executive/managerial,M
12380,25,sales/marketing,M
12381,31,college/grad student,M
12382,24,sales/marketing,M
12383,18,scientist,M
12384,21,college/grad student,M
12388,31,college/grad student,M
12392,25,homemaker,M
12394,33,executive/managerial,M
12396,26,scientist,M
12397,32,executive/managerial,M
12398,27,writer,M
12399,29,homemaker,M
12400,33,sales/marketing,F
12403,31,academic/educator,F
12405,25,college/grad student,M
12407,25,artist,M
12409,29,self-employed,M
12410,31,executive/managerial,M
12414,28,college/grad student,M
12415,25,executive/managerial,M
12417,34,artist,M
12419,33,clerical/admin,M
12420,34,college/grad student,M
12421,18,K-12 student,M
12422,61,academic/educator,F
12423,30,executive/managerial,F
12426,24,college/grad student,M
12427,27,college/grad student,M
12429,28,executive/managerial,M
12430,34,executive/managerial,F
12431,27,executive/managerial,M
12433,31,college/grad student,M
12434,31,executive/managerial,M
12435,25,sales/marketing,M
12436,29,scientist,F
12438,18,sales/marketing,M
12439,42,other or not specified,M
12440,32,scientist,M
12441,26,sales/marketing,M
12447,28,self-employed,F
12448,30,college/grad student,M
12450,27,homemaker,M
12452,27,scientist,M
12454,31,sales/marketing,M
12455,30,scientist,M
12458,27,executive/managerial,M
12459,30,executive/managerial,F
12460,33,college/grad student,M
12461,33,customer service,M
12462,31,executive/managerial,M
12463,33,self-employed,M
12464,27,scientist,F
12465,27,K-12 student,F
12468,33,sales/marketing,M
12469,18,K-12 student,M
12471,34,college/grad student,M
12473,31,homemaker,M
12475,21,other or not specified,M
12479,19,lawyer,M
12481,11,scientist,M
12482,26,executive/managerial,M
12483,27,scientist,F
12485,34,sales/marketing,M
12488,8,self-employed,M
12490,37,sales/marketing,M
12493,52,academic/educator,F
12494,30,college/grad student,M
12496,27,college/grad student,M
12497,21,K-12 student,M
12500,79,academic/educator,F
12503,25,college/grad student,M
12505,26,self-employed,M
12507,29,retired,M
12511,27,other or not specified,M
12514,28,sales/marketing,M
12515,26,college/grad student,M
12520,27,college/grad student,M
12522,84,retired,F
12523,33,college/grad student,M
12524,18,K-12 student,M
12526,57,retired,F
12528,20,K-12 student,M
12531,26,self-employed,M
12532,26,executive/managerial,M
12534,25,scientist,M
12535,27,sales/marketing,M
12536,26,college/grad student,M
12537,30,K-12 student,M
12539,28,sales/marketing,M
12543,32,executive/managerial,F
12545,75,retired,F
12548,31,self-employed,M
12549,20,programmer,M
12551,44,executive/managerial,F
12552,32,scientist,M
12554,26,scientist,F
12556,25,executive/managerial,M
12560,22,homemaker,M
12561,25,scientist,M
12562,31,scientist,M
12564,26,scientist,M
12565,34,college/grad student,M
12566,25,sales/marketing,M
12567,33,college/grad student,M
12568,43,executive/managerial,M
12569,23,sales/marketing,M
12570,32,scientist,M
12571,34,executive/managerial,M
12575,31,executive/managerial,M
12576,30,executive/managerial,M
12580,32,college/grad student,M
12582,51,self-employed,M
12584,28,executive/managerial,M
12585,25,scientist,M
12586,39,self-employed,F
12587,22,programmer,M
12588,31,programmer,M
12589,25,executive/managerial,M
12590,30,clerical/admin,F
12592,32,sales/marketing,M
12596,32,clerical/admin,M
12597,18,sales/marketing,M
12598,21,sales/marketing,M
12600,33,executive/managerial,M
12602,25,sales/marketing,F
12604,90,scientist,M
12605,26,other or not specified,M
12607,26,artist,F
12609,34,college/grad student,F
12611,32,homemaker,M
12613,33,sales/marketing,F
12614,29,retired,F
12615,32,other or not specified,M
12617,30,executive/managerial,F
12618,34,sales/marketing,M
12619,32,artist,F
12621,32,college/grad student,M
12622,34,scientist,M
12627,28,self-employed,M
12628,29,scientist,M
12629,27,sales/marketing,M
12633,29,customer service,M
12634,31,scientist,M
12635,31,college/grad student,F
12636,26,college/grad student,F
12637,26,college/grad student,M
12639,31,homemaker,F
12641,30,self-employed,M
12642,26,self-employed,F
12643,37,homemaker,F
12646,30,self-employed,M
12648,28,other or not specified,F
12649,33,sales/marketing,M
12651,34,other or not specified,F
12654,30,academic/educator,F
12655,26,academic/educator,F
12656,33,college/grad student,F
12660,33,self-employed,M
12661,40,executive/managerial,M
12662,33,executive/managerial,M
12663,28,college/grad student,M
12665,33,college/grad student,M
12666,21,K-12 student,M
12668,29,artist,F
12670,24,sales/marketing,M
12671,25,sales/marketing,M
12673,31,college/grad student,M
12675,31,executive/managerial,M
12676,33,scientist,M
12680,30,college/grad student,M
12682,31,college/grad student,M
12683,32,scientist,M
12686,32,executive/managerial,M
12687,30,college/grad student,M
12689,31,college/grad student,M
12695,34,self-employed,M
12699,27,programmer,M
12702,25,college/grad student,M
12706,29,executive/managerial,F
12707,34,homemaker,M
12710,31,clerical/admin,M
12713,31,executive/managerial,F
12714,25,college/grad student,M
12715,31,executive/managerial,M
12716,26,other or not specified,M
12718,31,clerical/admin,M
12719,27,sales/marketing,F
12720,31,homemaker,M
12721,31,other or not specified,M
12722,30,artist,M
12723,31,tradesman/craftsman,M
12725,30,sales/marketing,M
12728,34,college/grad student,F
12730,13,K-12 student,M
12731,34,other or not specified,M
12732,30,college/grad student,M
12733,27,sales/marketing,M
12734,28,college/grad student,F
12735,31,executive/managerial,M
12736,34,sales/marketing,M
12737,33,scientist,M
12738,25,other or not specified,M
12739,31,self-employed,M
12740,29,sales/marketing,M
12741,25,executive/managerial,M
12742,32,college/grad student,M
12746,27,college/grad student,M
12748,33,other or not specified,F
12750,14,K-12 student,M
12751,29,college/grad student,M
12753,30,unemployed,M
12756,33,sales/marketing,F
12757,29,college/grad student,M
12758,30,technician/engineer,M
12760,27,sales/marketing,F
12763,51,scientist,M
12766,18,K-12 student,M
12769,32,executive/managerial,F
12770,27,clerical/admin,M
12771,25,scientist,M
12774,31,scientist,M
12776,34,college/grad student,M
12778,32,artist,M
12779,27,other or not specified,M
12780,29,executive/managerial,M
12781,28,sales/marketing,M
12783,28,artist,M
12784,29,college/grad student,M
12785,27,sales/marketing,M
12786,31,technician/engineer,M
12788,27,sales/marketing,M
12789,25,scientist,M
12793,35,sales/marketing,M
12797,32,executive/managerial,M
12801,33,college/grad student,M
12803,31,college/grad student,M
12805,30,executive/managerial,M
12806,27,executive/managerial,M
12807,25,college/grad student,M
12812,18,K-12 student,M
12813,26,executive/managerial,M
12814,28,academic/educator,F
12816,30,college/grad student,M
12817,27,college/grad student,M
12822,30,scientist,M
12823,27,lawyer,M
12826,25,college/grad student,M
12829,27,scientist,F
12830,33,executive/managerial,M
12832,31,scientist,M
12833,33,self-employed,M
12837,26,executive/managerial,M
12839,86,college/grad student,M
12842,33,scientist,M
12843,33,executive/managerial,M
12847,34,college/grad student,M
12849,31,sales/marketing,F
12852,29,executive/managerial,M
12854,29,college/grad student,M
12856,31,executive/managerial,M
12858,31,technician/engineer,M
12860,28,sales/marketing,M
12861,83,executive/managerial,M
12864,26,homemaker,M
12865,34,other or not specified,M
12872,29,college/grad student,M
12873,90,retired,F
12874,31,college/grad student,M
12875,26,sales/marketing,M
12876,18,other or not specified,M
12879,27,college/grad student,M
12880,31,executive/managerial,M
12883,29,scientist,F
12884,34,scientist,M
12887,32,sales/marketing,M
12889,27,college/grad student,M
12890,28,homemaker,F
12892,25,sales/marketing,M
12896,29,executive/managerial,M
12898,28,executive/managerial,M
12900,28,college/grad student,M
12901,25,sales/marketing,M
12902,34,executive/managerial,M
12905,30,executive/managerial,M
12907,28,sales/marketing,M
12910,25,executive/managerial,M
12911,19,sales/marketing,M
12916,36,college/grad student,M
12919,26,college/grad student,M
12921,30,other or not specified,M
12922,30,self-employed,M
12923,29,executive/managerial,M
12924,26,academic/educator,M
12925,67,retired,F
12928,18,K-12 student,M
12929,34,executive/managerial,M
12930,31,retired,F
12931,33,self-employed,M
12932,28,college/grad student,M
12933,32,scientist,M
12934,27,scientist,M
12938,12,K-12 student,M
12939,28,executive/managerial,M
12942,78,retired,F
12943,21,sales/marketing,M
12944,30,clerical/admin,M
12948,31,scientist,M
12949,28,other or not specified,M
12952,22,college/grad student,M
12953,26,artist,F
12954,31,sales/marketing,M
12955,27,college/grad student,M
12956,33,sales/marketing,M
12957,25,executive/managerial,M
12958,28,executive/managerial,F
12959,38,homemaker,M
12960,31,college/grad student,M
12963,29,college/grad student,M
12969,25,executive/managerial,M
12971,29,college/grad student,F
12975,32,sales/marketing,M
12977,32,clerical/admin,M
12978,27,executive/managerial,M
12979,31,executive/managerial,M
12980,34,scientist,M
12981,30,academic/educator,F
12982,27,scientist,M
12985,34,scientist,M
12986,26,executive/managerial,M
12988,31,retired,M
12991,31,K-12 student,M
12992,21,sales/marketing,M
12993,26,executive/managerial,F
12994,30,scientist,F
12996,28,scientist,M
12997,26,college/grad student,M
